date,new,total,recovered,average,active,hospitalised,intensive care,ventilated,dead,pcr,rat,tests,positivity,positivity_trend
2022-02-07,299.0,36993.0,34561.0,434.7142857142857,2406.0,57.0,2.0,1.0,1.0,123.0,176.0,,,0.1527968428277282
2022-02-08,495.0,37488.0,35092.0,430.85714285714283,2369.0,55.0,1.0,1.0,1.0,264.0,231.0,,,0.1545118467484456
2022-02-09,475.0,37963.0,35570.0,420.2857142857143,2365.0,54.0,4.0,1.0,1.0,281.0,194.0,,,0.1545118467484456
2022-02-10,500.0,38463.0,36055.0,416.14285714285717,2380.0,51.0,3.0,0.0,0.0,289.0,211.0,,,0.1545118467484456
2022-02-11,489.0,38952.0,36391.0,421.85714285714283,2533.0,50.0,3.0,1.0,0.0,303.0,186.0,,,0.1545118467484456
2022-02-12,428.0,39380.0,36734.0,429.85714285714283,2618.0,51.0,3.0,1.0,0.0,255.0,173.0,,,0.1545118467484456
2022-02-13,458.0,39838.0,37280.0,449.14285714285717,2530.0,50.0,4.0,2.0,0.0,260.0,198.0,,,0.1545118467484456
2022-02-14,375.0,40213.0,37732.0,460.0,2453.0,51.0,4.0,2.0,0.0,187.0,188.0,,,0.1545118467484456
2022-02-15,455.0,40668.0,38214.0,454.2857142857143,2426.0,49.0,4.0,2.0,0.0,218.0,237.0,,,0.1267866031429993
2022-02-16,594.0,41262.0,38759.0,471.2857142857143,2475.0,48.0,3.0,2.0,0.0,329.0,265.0,,,0.1267866031429993
2022-02-17,537.0,41799.0,39205.0,476.57142857142856,2565.0,47.0,3.0,2.0,1.0,275.0,262.0,,,0.1267866031429993
2022-02-18,561.0,42360.0,39625.0,486.85714285714283,2706.0,45.0,2.0,1.0,0.0,265.0,296.0,,,0.1267866031429993
2022-02-19,355.0,42715.0,40017.0,476.42857142857144,2669.0,40.0,2.0,1.0,0.0,276.0,79.0,,,0.1267866031429993
2022-02-20,560.0,43275.0,40423.0,491.0,2823.0,35.0,1.0,1.0,0.0,234.0,326.0,,,0.1267866031429993
2022-02-21,458.0,43733.0,40961.0,502.85714285714283,2742.0,37.0,1.0,1.0,1.0,186.0,272.0,,,0.1267866031429993
2022-02-22,583.0,44316.0,41500.0,521.1428571428571,2786.0,41.0,1.0,0.0,0.0,274.0,309.0,,,
2022-02-23,946.0,45262.0,42047.0,571.4285714285714,3185.0,40.0,2.0,0.0,0.0,376.0,570.0,,,
2022-02-24,661.0,45923.0,42315.0,589.1428571428571,3578.0,41.0,3.0,0.0,0.0,350.0,311.0,,,
2022-02-25,773.0,46696.0,42616.0,619.4285714285714,4050.0,41.0,3.0,0.0,0.0,410.0,363.0,,,
2022-02-26,478.0,47174.0,43222.0,637.0,3922.0,41.0,2.0,0.0,0.0,161.0,317.0,,,
2022-02-27,495.0,47669.0,43810.0,627.7142857142857,3829.0,43.0,0.0,0.0,0.0,265.0,230.0,,,
2022-02-28,464.0,48133.0,44122.0,628.5714285714286,3980.0,44.0,0.0,0.0,1.0,234.0,230.0,,,
2022-03-01,692.0,48825.0,45405.0,644.1428571428571,3389.0,45.0,0.0,0.0,0.0,310.0,382.0,,,
2022-03-02,1053.0,49878.0,45820.0,659.4285714285714,4027.0,40.0,0.0,0.0,0.0,596.0,457.0,,,
2022-03-03,690.0,50568.0,46679.0,663.5714285714286,3858.0,39.0,2.0,0.0,0.0,384.0,306.0,,,
2022-03-04,794.0,51362.0,47023.0,666.5714285714286,4308.0,35.0,2.0,1.0,0.0,450.0,344.0,,,
2022-03-05,696.0,52058.0,47847.0,697.7142857142857,4180.0,39.0,2.0,1.0,0.0,375.0,321.0,,,
2022-03-06,562.0,52620.0,48362.0,707.2857142857143,4227.0,36.0,2.0,1.0,0.0,285.0,277.0,,,
2022-03-07,553.0,53173.0,49144.0,720.0,3998.0,39.0,2.0,1.0,0.0,285.0,268.0,,,
2022-03-08,658.0,53831.0,50043.0,715.1428571428571,3757.0,43.0,2.0,2.0,0.0,311.0,347.0,,,
